Date,Interval Start,Interval End,Active(I),Active(E),Reactive(I)-Active(I),Reactive(E)-Active(I),Reactive(E)-Active(E),Reactive(I)-Active(E),Apparent-Active(I) - type 2,Apparent-Active(E) - type 6,Average Voltage,Frequency,Calculated Avg Imp Power Factor (signed),Calculated Avg Exp Power Factor (signed)
03-01-2022,23:15,23:30,0,76125,0,0,0,29656.25,0,81718.75,426040,49.98,1,-0.932
03-01-2022,23:30,23:45,0,74312.5,0,0,0,29937.5,0,80093.75,426300,49.99,1,-0.928
03-01-2022,23:45,00:00,0,74343.75,0,0,0,29968.75,0,80187.5,426420,50,1,-0.927
04-01-2022,00:00,00:15,0,73937.5,0,0,0,29968.75,0,79750,426300,49.98,1,-0.927
04-01-2022,00:15,00:30,0,75906.25,0,0,0,29062.5,0,81281.25,425800,49.93,1,-0.934
04-01-2022,00:30,00:45,0,75625,0,0,0,29218.75,0,81093.75,425880,49.97,1,-0.933
04-01-2022,00:45,01:00,0,80687.5,0,0,0,27656.25,0,85281.25,426660,49.99,1,-0.946
04-01-2022,01:00,01:15,0,81312.5,0,0,0,27000,0,85687.5,426500,49.95,1,-0.949
04-01-2022,01:15,01:30,0,80687.5,0,0,0,27281.25,0,85187.5,426580,49.94,1,-0.947
04-01-2022,01:30,01:45,0,81718.75,0,0,0,26593.75,0,85937.5,426200,49.87,1,-0.951
04-01-2022,01:45,02:00,0,81593.75,0,0,0,27437.5,0,86062.5,426820,50.01,1,-0.948
04-01-2022,02:00,02:15,0,83187.5,0,0,0,27093.75,0,87500,426620,50,1,-0.951
04-01-2022,02:15,02:30,0,84843.75,0,0,0,26656.25,0,88968.75,426320,49.99,1,-0.954
04-01-2022,02:30,02:45,0,85312.5,0,0,0,26531.25,0,89312.5,426160,50,1,-0.955
04-01-2022,02:45,03:00,0,85468.75,0,0,0,26562.5,0,89500,426160,49.98,1,-0.955
04-01-2022,03:00,03:15,0,86593.75,0,0,0,26250,0,90468.75,426020,49.93,1,-0.957
04-01-2022,03:15,03:30,0,86500,0,0,0,26500,0,90500,426180,49.99,1,-0.956
04-01-2022,03:30,03:45,0,86593.75,0,0,0,26687.5,0,90625,426380,50.04,1,-0.956
04-01-2022,03:45,04:00,0,86875,0,0,0,26156.25,0,90718.75,426120,50,1,-0.958
04-01-2022,04:00,04:15,0,88875,0,0,0,25218.75,0,92406.25,425580,49.96,1,-0.962
04-01-2022,04:15,04:30,0,89437.5,0,0,0,24968.75,0,92843.75,425500,49.99,1,-0.963
04-01-2022,04:30,04:45,0,90468.75,0,0,0,24406.25,0,93687.5,425240,49.99,1,-0.966
04-01-2022,04:45,05:00,0,92375,0,0,0,23156.25,0,95218.75,424600,49.97,1,-0.97
04-01-2022,05:00,05:15,0,95468.75,0,0,0,21593.75,0,97906.25,423520,49.82,1,-0.975
04-01-2022,05:15,05:30,0,96500,0,0,0,21531.25,0,98875,423540,49.97,1,-0.976
04-01-2022,05:30,05:45,0,98906.25,0,0,0,20187.5,0,100937.5,422940,50.01,1,-0.98
04-01-2022,05:45,06:00,0,101875,0,0,0,18437.5,0,103531.25,422020,50.01,1,-0.984
04-01-2022,06:00,06:15,0,103093.75,0,0,0,18937.5,0,104843.75,422160,50.01,1,-0.983
04-01-2022,06:15,06:30,0,105781.25,0,0,0,17187.5,0,107156.25,421160,49.99,1,-0.987
04-01-2022,06:30,06:45,0,104593.75,0,0,0,17250,0,106000,421040,50.02,1,-0.987
04-01-2022,06:45,07:00,0,106156.25,0,0,0,16218.75,0,107406.25,420300,50.01,1,-0.988
04-01-2022,07:00,07:15,0,108687.5,0,0,0,15812.5,0,109812.5,420060,50.02,1,-0.99
04-01-2022,07:15,07:30,0,105343.75,0,0,0,16000,0,106562.5,419940,49.91,1,-0.989
04-01-2022,07:30,07:45,0,103562.5,0,0,0,17031.25,0,104968.75,420180,49.96,1,-0.987
04-01-2022,07:45,08:00,0,103156.25,0,0,0,17406.25,0,104625,420420,50.02,1,-0.986
04-01-2022,08:00,08:15,0,104781.25,0,0,0,17031.25,0,106125,420220,50.02,1,-0.987
04-01-2022,08:15,08:30,0,103187.5,0,0,0,15843.75,0,104406.25,419920,49.99,1,-0.988
04-01-2022,08:30,08:45,0,105812.5,0,0,0,15062.5,0,106906.25,419140,49.99,1,-0.99
04-01-2022,08:45,09:00,0,98187.5,0,0,0,18718.75,0,99937.5,420520,50.03,1,-0.982
04-01-2022,09:00,09:15,0,96781.25,0,0,0,19093.75,0,98656.25,420260,49.94,1,-0.981
04-01-2022,09:15,09:30,0,94843.75,0,0,0,18031.25,0,96562.5,419760,49.92,1,-0.982
04-01-2022,09:30,09:45,0,93125,0,0,0,18000,0,94843.75,419660,49.96,1,-0.982
04-01-2022,09:45,10:00,0,93031.25,0,0,0,17250,0,94593.75,419500,49.98,1,-0.983
04-01-2022,10:00,10:15,0,89687.5,0,0,0,17500,0,91375,419180,49.88,1,-0.982
04-01-2022,10:15,10:30,0,88593.75,0,0,0,18093.75,0,90468.75,419500,49.99,1,-0.979
04-01-2022,10:30,10:45,0,86625,0,0,0,18625,0,88593.75,419400,49.94,1,-0.978
04-01-2022,10:45,11:00,0,81531.25,0,0,0,19593.75,0,83875,419780,49.91,1,-0.972
04-01-2022,11:00,11:15,0,78343.75,0,0,0,20156.25,0,80843.75,420200,50,1,-0.969
04-01-2022,11:15,11:30,0,83687.5,0,0,0,19218.75,0,85906.25,419600,49.99,1,-0.974
04-01-2022,11:30,11:45,0,86687.5,0,0,0,19593.75,0,88843.75,420340,50.02,1,-0.976
04-01-2022,11:45,12:00,0,87468.75,0,0,0,19468.75,0,89625,420360,50.03,1,-0.976
04-01-2022,12:00,12:15,0,88250,0,0,0,20093.75,0,90531.25,420620,50.03,1,-0.975
04-01-2022,12:15,12:30,0,88312.5,0,0,0,19750,0,90468.75,420620,50.06,1,-0.976
04-01-2022,12:30,12:45,0,88656.25,0,0,0,19906.25,0,90875,420640,50.04,1,-0.976
04-01-2022,12:45,13:00,0,89875,0,0,0,19750,0,92031.25,420540,49.98,1,-0.977
04-01-2022,13:00,13:15,0,93125,0,0,0,20625,0,95375,420980,50.01,1,-0.976
04-01-2022,13:15,13:30,0,93468.75,0,0,0,20968.75,0,95781.25,421340,50.06,1,-0.976
04-01-2022,13:30,13:45,0,94156.25,0,0,0,20312.5,0,96312.5,421140,50.06,1,-0.978
04-01-2022,13:45,14:00,0,96093.75,0,0,0,19156.25,0,98031.25,420620,49.99,1,-0.98
04-01-2022,14:00,14:15,0,97781.25,0,0,0,18593.75,0,99500,420200,49.93,1,-0.983
04-01-2022,14:15,14:30,0,99125,0,0,0,16375,0,100500,419160,49.82,1,-0.986
04-01-2022,14:30,14:45,0,101968.75,0,0,0,15593.75,0,103156.25,418900,49.86,1,-0.988
04-01-2022,14:45,15:00,0,101187.5,0,0,0,17125,0,102625,419640,49.96,1,-0.986
04-01-2022,15:00,15:15,0,101781.25,0,0,0,17281.25,0,103218.75,419560,49.96,1,-0.986
04-01-2022,15:15,15:30,0,102250,0,0,0,16187.5,0,103531.25,418860,49.82,1,-0.988
04-01-2022,15:30,15:45,0,105437.5,0,0,0,15562.5,0,106593.75,418540,49.95,1,-0.989
04-01-2022,15:45,16:00,0,106468.75,0,0,0,15093.75,0,107531.25,418440,49.9,1,-0.99
04-01-2022,16:00,16:15,0,104781.25,0,0,0,18812.5,0,106468.75,419720,50,1,-0.984
04-01-2022,16:15,16:30,0,101968.75,0,0,0,19906.25,0,103875,419980,49.97,1,-0.982
04-01-2022,16:30,16:45,0,98125,0,0,0,21250,0,100406.25,420100,49.99,1,-0.977
04-01-2022,16:45,17:00,0,94875,0,0,0,22468.75,0,97500,420460,50,1,-0.973
04-01-2022,17:00,17:15,0,94468.75,0,0,0,23218.75,0,97312.5,421180,50.02,1,-0.971
04-01-2022,17:15,17:30,0,93687.5,0,0,0,24250,0,96750,421560,50.02,1,-0.968
04-01-2022,17:30,17:45,0,92218.75,0,0,0,24812.5,0,95500,421860,50.01,1,-0.966
04-01-2022,17:45,18:00,0,91000,0,0,0,25375,0,94468.75,422060,49.99,1,-0.963
04-01-2022,18:00,18:15,0,91500,0,0,0,25218.75,0,94906.25,422080,49.98,1,-0.964
04-01-2022,18:15,18:30,0,92343.75,0,0,0,24531.25,0,95562.5,421940,50.01,1,-0.966
04-01-2022,18:30,18:45,0,94375,0,0,0,22281.25,0,96968.75,421300,50,1,-0.973
04-01-2022,18:45,19:00,0,94781.25,0,0,0,22250,0,97343.75,421560,50.01,1,-0.974
04-01-2022,19:00,19:15,0,91187.5,0,0,0,23843.75,0,94281.25,422400,49.98,1,-0.967
04-01-2022,19:15,19:30,0,90125,0,0,0,24093.75,0,93312.5,422220,49.9,1,-0.966
04-01-2022,19:30,19:45,0,88312.5,0,0,0,25187.5,0,91812.5,422880,49.92,1,-0.962
04-01-2022,19:45,20:00,0,86750,0,0,0,26625,0,90750,423680,50.02,1,-0.956
04-01-2022,20:00,20:15,0,85843.75,0,0,0,27812.5,0,90218.75,424140,50.03,1,-0.952
04-01-2022,20:15,20:30,0,86406.25,0,0,0,27281.25,0,90625,423760,50.01,1,-0.953
04-01-2022,20:30,20:45,0,84875,0,0,0,26812.5,0,89031.25,424180,50.03,1,-0.953
04-01-2022,20:45,21:00,0,81531.25,0,0,0,27718.75,0,86125,424760,50.02,1,-0.947
04-01-2022,21:00,21:15,0,81312.5,0,0,0,27968.75,0,85968.75,424780,50,1,-0.946
04-01-2022,21:15,21:30,0,79468.75,0,0,0,28375,0,84406.25,425020,49.98,1,-0.942
04-01-2022,21:30,21:45,0,78687.5,0,0,0,28843.75,0,83781.25,425340,49.98,1,-0.939
04-01-2022,21:45,22:00,0,78500,0,0,0,29406.25,0,83843.75,425920,50.05,1,-0.936
04-01-2022,22:00,22:15,0,76875,0,0,0,29750,0,82437.5,426200,50.04,1,-0.933
04-01-2022,22:15,22:30,0,75500,0,0,0,29437.5,0,81031.25,425920,49.98,1,-0.932
04-01-2022,22:30,22:45,0,75375,0,0,0,28906.25,0,80718.75,425940,49.99,1,-0.934
04-01-2022,22:45,23:00,0,74875,0,0,0,29031.25,0,80312.5,426040,49.98,1,-0.932
04-01-2022,23:00,23:15,0,73937.5,0,0,0,29312.5,0,79531.25,425960,49.95,1,-0.93
04-01-2022,23:15,23:30,0,73281.25,0,0,0,29781.25,0,79093.75,426240,50.01,1,-0.927
04-01-2022,23:30,23:45,0,74093.75,0,0,0,29718.75,0,79843.75,426080,50.01,1,-0.928
04-01-2022,23:45,00:00,0,76625,0,0,0,28281.25,0,81687.5,425880,50.05,1,-0.938
05-01-2022,00:00,00:15,0,75062.5,0,0,0,28687.5,0,80343.75,426160,50.02,1,-0.934
05-01-2022,00:15,00:30,0,73062.5,0,0,0,29343.75,0,78750,426140,50,1,-0.928
05-01-2022,00:30,00:45,0,70250,0,0,0,29906.25,0,76343.75,426460,49.99,1,-0.92
05-01-2022,00:45,01:00,0,69468.75,0,0,0,30281.25,0,75781.25,426760,50,1,-0.917
05-01-2022,01:00,01:15,0,71218.75,0,0,0,29906.25,0,77250,427100,50.05,1,-0.922
05-01-2022,01:15,01:30,0,75843.75,0,0,0,28718.75,0,81093.75,426500,50.02,1,-0.935
05-01-2022,01:30,01:45,0,76531.25,0,0,0,28718.75,0,81781.25,426160,50.01,1,-0.936
05-01-2022,01:45,02:00,0,76750,0,0,0,28812.5,0,81968.75,426340,50.03,1,-0.936
05-01-2022,02:00,02:15,0,80343.75,0,0,0,27625,0,84937.5,427340,49.99,1,-0.946
05-01-2022,02:15,02:30,0,81031.25,0,0,0,26875,0,85375,426880,49.91,1,-0.949
05-01-2022,02:30,02:45,0,82343.75,0,0,0,26687.5,0,86562.5,426660,49.93,1,-0.951
05-01-2022,02:45,03:00,0,83781.25,0,0,0,26718.75,0,87937.5,426840,50,1,-0.953
05-01-2022,03:00,03:15,0,85312.5,0,0,0,26218.75,0,89281.25,426540,49.97,1,-0.956
05-01-2022,03:15,03:30,0,86406.25,0,0,0,25843.75,0,90187.5,426340,49.97,1,-0.958
05-01-2022,03:30,03:45,0,86875,0,0,0,25562.5,0,90531.25,426100,49.91,1,-0.96
05-01-2022,03:45,04:00,0,88593.75,0,0,0,24968.75,0,92062.5,425880,49.89,1,-0.962
05-01-2022,04:00,04:15,0,89468.75,0,0,0,24531.25,0,92781.25,425840,49.95,1,-0.964
05-01-2022,04:15,04:30,0,88968.75,0,0,0,24562.5,0,92281.25,425760,49.94,1,-0.964
05-01-2022,04:30,04:45,0,89062.5,0,0,0,24750,0,92437.5,425920,50.03,1,-0.963
05-01-2022,04:45,05:00,0,90906.25,0,0,0,23937.5,0,94000,425480,50.02,1,-0.967
05-01-2022,05:00,05:15,0,93750,0,0,0,23062.5,0,96562.5,424940,50.04,1,-0.971
05-01-2022,05:15,05:30,0,96750,0,0,0,21125,0,99031.25,423960,50.02,1,-0.977
05-01-2022,05:30,05:45,0,100343.75,0,0,0,19000,0,102125,422960,50.03,1,-0.983
05-01-2022,05:45,06:00,0,102843.75,0,0,0,17781.25,0,104375,422440,50.03,1,-0.985
05-01-2022,06:00,06:15,0,108187.5,0,0,0,15156.25,0,109250,421320,50.04,1,-0.99
05-01-2022,06:15,06:30,0,111687.5,0,0,0,12250,0,112343.75,420000,50.02,1,-0.994
05-01-2022,06:30,06:45,0,110437.5,0,0,0,13218.75,0,111218.75,420080,50.04,1,-0.993
05-01-2022,06:45,07:00,0,108125,0,0,0,14468.75,0,109125,420100,50.01,1,-0.991
05-01-2022,07:00,07:15,0,108062.5,0,0,0,13687.5,0,108906.25,419580,50.01,1,-0.992
05-01-2022,07:15,07:30,0,106250,0,0,0,14500,0,107250,419640,49.96,1,-0.991
05-01-2022,07:30,07:45,0,104156.25,0,0,0,15625,0,105312.5,419720,49.95,1,-0.989
05-01-2022,07:45,08:00,0,95562.5,0,0,0,19593.75,0,97593.75,420440,49.99,1,-0.979
05-01-2022,08:00,08:15,0,93531.25,0,0,0,21093.75,0,95875,420620,49.98,1,-0.976
05-01-2022,08:15,08:30,0,93000,0,0,0,19281.25,0,94968.75,419840,49.99,1,-0.979
05-01-2022,08:30,08:45,0,90468.75,0,0,0,19718.75,0,92593.75,419960,49.97,1,-0.977
05-01-2022,08:45,09:00,0,90656.25,0,0,0,19687.5,0,92781.25,420000,49.98,1,-0.977
05-01-2022,09:00,09:15,0,91812.5,0,0,0,18812.5,0,93718.75,419520,49.91,1,-0.98
05-01-2022,09:15,09:30,0,92656.25,0,0,0,17281.25,0,94281.25,418880,49.97,1,-0.983
05-01-2022,09:30,09:45,0,96750,0,0,0,16062.5,0,98062.5,418660,49.97,1,-0.987
05-01-2022,09:45,10:00,0,97656.25,0,0,0,15218.75,0,98843.75,418600,49.98,1,-0.988
05-01-2022,10:00,10:15,0,97031.25,0,0,0,15593.75,0,98250,418860,49.97,1,-0.988
05-01-2022,10:15,10:30,0,97062.5,0,0,0,16437.5,0,98437.5,419160,49.97,1,-0.986
05-01-2022,10:30,10:45,0,96500,0,0,0,16656.25,0,97968.75,419400,49.95,1,-0.985
05-01-2022,10:45,11:00,0,96937.5,0,0,0,17625,0,98500,419900,49.96,1,-0.984
05-01-2022,11:00,11:15,0,95468.75,0,0,0,18468.75,0,97250,420200,49.94,1,-0.982
05-01-2022,11:15,11:30,0,96593.75,0,0,0,18562.5,0,98375,420240,49.92,1,-0.982
05-01-2022,11:30,11:45,0,98312.5,0,0,0,18625,0,100031.25,420360,49.9,1,-0.983
05-01-2022,11:45,12:00,0,100281.25,0,0,0,18625,0,102031.25,420440,49.91,1,-0.983
05-01-2022,12:00,12:15,0,99781.25,0,0,0,20218.75,0,101781.25,421880,49.98,1,-0.98
05-01-2022,12:15,12:30,0,101656.25,0,0,0,19062.5,0,103437.5,421120,49.91,1,-0.983
05-01-2022,12:30,12:45,0,102187.5,0,0,0,19875,0,104125,420960,49.96,1,-0.981
05-01-2022,12:45,13:00,0,103968.75,0,0,0,19843.75,0,105843.75,421020,50.02,1,-0.982
05-01-2022,13:00,13:15,0,105093.75,0,0,0,21281.25,0,107218.75,421560,50.01,1,-0.98
05-01-2022,13:15,13:30,0,106000,0,0,0,21000,0,108062.5,421420,49.99,1,-0.981
05-01-2022,13:30,13:45,0,105781.25,0,0,0,21156.25,0,107875,421420,50.01,1,-0.981
05-01-2022,13:45,14:00,0,106562.5,0,0,0,20468.75,0,108500,421240,50,1,-0.982
05-01-2022,14:00,14:15,0,107937.5,0,0,0,19406.25,0,109687.5,420880,49.92,1,-0.984
05-01-2022,14:15,14:30,0,109781.25,0,0,0,16937.5,0,111093.75,420060,49.93,1,-0.988
05-01-2022,14:30,14:45,0,111500,0,0,0,15625,0,112593.75,419600,49.96,1,-0.99
05-01-2022,14:45,15:00,0,111937.5,0,0,0,15531.25,0,113000,419480,49.98,1,-0.991
05-01-2022,15:00,15:15,0,109062.5,0,0,0,18656.25,0,110625,420660,50,1,-0.986
05-01-2022,15:15,15:30,0,108968.75,0,0,0,18093.75,0,110468.75,420520,49.98,1,-0.986
05-01-2022,15:30,15:45,0,107875,0,0,0,18031.25,0,109406.25,420320,50,1,-0.986
05-01-2022,15:45,16:00,0,104781.25,0,0,0,19281.25,0,106531.25,420280,49.94,1,-0.984
05-01-2022,16:00,16:15,0,104187.5,0,0,0,20843.75,0,106250,420600,49.95,1,-0.981
05-01-2022,16:15,16:30,0,105031.25,0,0,0,19875,0,106875,420100,49.85,1,-0.983
05-01-2022,16:30,16:45,0,101750,0,0,0,21281.25,0,103968.75,420600,49.88,1,-0.979
05-01-2022,16:45,17:00,0,97312.5,0,0,0,22781.25,0,99937.5,421820,50,1,-0.974
05-01-2022,17:00,17:15,0,94781.25,0,0,0,24781.25,0,98000,421800,49.98,1,-0.967
05-01-2022,17:15,17:30,0,94187.5,0,0,0,25656.25,0,97593.75,422180,50.02,1,-0.965
05-01-2022,17:30,17:45,0,94843.75,0,0,0,25750,0,98281.25,421920,50.02,1,-0.965
05-01-2022,17:45,18:00,0,91000,0,0,0,25531.25,0,94531.25,422060,50.01,1,-0.963
05-01-2022,18:00,18:15,0,86843.75,0,0,0,26500,0,90781.25,422420,50.03,1,-0.957
05-01-2022,18:15,18:30,0,86906.25,0,0,0,25562.5,0,90593.75,422140,50.03,1,-0.959
05-01-2022,18:30,18:45,0,87718.75,0,0,0,24562.5,0,91125,421900,50.02,1,-0.963
05-01-2022,18:45,19:00,0,87625,0,0,0,25125,0,91156.25,422300,50.03,1,-0.961
05-01-2022,19:00,19:15,0,85250,0,0,0,26937.5,0,89375,423060,50.04,1,-0.954
05-01-2022,19:15,19:30,0,83843.75,0,0,0,27406.25,0,88218.75,423380,50.02,1,-0.95
05-01-2022,19:30,19:45,0,84187.5,0,0,0,26750,0,88343.75,423060,49.98,1,-0.953
05-01-2022,19:45,20:00,0,86312.5,0,0,0,26625,0,90312.5,423040,50.02,1,-0.956
05-01-2022,20:00,20:15,0,88375,0,0,0,26593.75,0,92312.5,423880,50.01,1,-0.957
05-01-2022,20:15,20:30,0,88093.75,0,0,0,25875,0,91812.5,424480,49.99,1,-0.959
05-01-2022,20:30,20:45,0,88593.75,0,0,0,25937.5,0,92312.5,423680,49.99,1,-0.96
05-01-2022,20:45,21:00,0,86125,0,0,0,27031.25,0,90281.25,424580,50,1,-0.954
05-01-2022,21:00,21:15,0,83812.5,0,0,0,27562.5,0,88218.75,424880,49.94,1,-0.95
05-01-2022,21:15,21:30,0,81500,0,0,0,28531.25,0,86343.75,425280,50,1,-0.944
05-01-2022,21:30,21:45,0,78562.5,0,0,0,29906.25,0,84093.75,425620,50.01,1,-0.934
05-01-2022,21:45,22:00,0,77062.5,0,0,0,29968.75,0,82656.25,425640,50.03,1,-0.932
05-01-2022,22:00,22:15,0,76031.25,0,0,0,29656.25,0,81625,425460,49.97,1,-0.931
05-01-2022,22:15,22:30,0,73937.5,0,0,0,29656.25,0,79656.25,425620,50,1,-0.928
05-01-2022,22:30,22:45,0,69500,0,0,0,30281.25,0,75812.5,426000,49.98,1,-0.917
05-01-2022,22:45,23:00,0,67406.25,0,0,0,30968.75,0,74187.5,426200,50.02,1,-0.909
05-01-2022,23:00,23:15,0,66281.25,0,0,0,30875,0,73125,426020,49.96,1,-0.906
05-01-2022,23:15,23:30,0,67437.5,0,0,0,30625,0,74062.5,425760,49.95,1,-0.911
05-01-2022,23:30,23:45,0,67437.5,0,0,0,31000,0,74218.75,426100,49.98,1,-0.909
05-01-2022,23:45,00:00,0,66875,0,0,0,31000,0,73718.75,426060,50,1,-0.907
06-01-2022,00:00,00:15,0,65812.5,0,0,0,30875,0,72687.5,426100,50.01,1,-0.905
06-01-2022,00:15,00:30,0,67343.75,0,0,0,30187.5,0,73812.5,425980,49.99,1,-0.912
06-01-2022,00:30,00:45,0,68250,0,0,0,30187.5,0,74625,426100,49.99,1,-0.915
06-01-2022,00:45,01:00,0,67843.75,0,0,0,30312.5,0,74281.25,426180,49.99,1,-0.913
06-01-2022,01:00,01:15,0,67687.5,0,0,0,30218.75,0,74156.25,426060,49.99,1,-0.913
06-01-2022,01:15,01:30,0,71500,0,0,0,29187.5,0,77250,426220,49.99,1,-0.926
06-01-2022,01:30,01:45,0,77250,0,0,0,27625,0,82031.25,426420,50,1,-0.942
06-01-2022,01:45,02:00,0,77218.75,0,0,0,27812.5,0,82093.75,426660,50.02,1,-0.941
06-01-2022,02:00,02:15,0,78500,0,0,0,27718.75,0,83250,426660,50,1,-0.943
06-01-2022,02:15,02:30,0,79781.25,0,0,0,27437.5,0,84375,426460,50.01,1,-0.946
06-01-2022,02:30,02:45,0,79031.25,0,0,0,27781.25,0,83750,426700,50.04,1,-0.944
06-01-2022,02:45,03:00,0,78875,0,0,0,27937.5,0,83687.5,426780,50.05,1,-0.942
06-01-2022,03:00,03:15,0,81000,0,0,0,27218.75,0,85468.75,426440,50.02,1,-0.948
06-01-2022,03:15,03:30,0,81906.25,0,0,0,26937.5,0,86218.75,426360,50.03,1,-0.95
06-01-2022,03:30,03:45,0,81843.75,0,0,0,26968.75,0,86187.5,426400,50.02,1,-0.95
06-01-2022,03:45,04:00,0,81812.5,0,0,0,27000,0,86156.25,426540,50.05,1,-0.95
06-01-2022,04:00,04:15,0,83218.75,0,0,0,26406.25,0,87281.25,426200,50.04,1,-0.953
06-01-2022,04:15,04:30,0,83906.25,0,0,0,26000,0,87843.75,425960,50.04,1,-0.955
06-01-2022,04:30,04:45,0,86218.75,0,0,0,24875,0,89750,425440,50.03,1,-0.961
06-01-2022,04:45,05:00,0,86593.75,0,0,0,24750,0,90062.5,425240,50,1,-0.961
06-01-2022,05:00,05:15,0,89031.25,0,0,0,23656.25,0,92125,424580,49.97,1,-0.966
06-01-2022,05:15,05:30,0,93125,0,0,0,21906.25,0,95656.25,423680,50,1,-0.974
06-01-2022,05:30,05:45,0,97312.5,0,0,0,19812.5,0,99312.5,422600,50.02,1,-0.98
